2026-03-11 13:34:01 | LLMService | INFO | Primary LLM Provider: OLLAMA
2026-03-11 14:23:30 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve ingredient lists and alcohol content details from the knowledge base.
2026-03-11 14:23:32 | LLMService | DEBUG | [LLM] Type synonyms for 'drink': ['drink', 'beverage', 'liquid', 'refreshment', 'draught', 'drinkware']
2026-03-11 14:23:33 | LLMService | DEBUG | [LLM] Type synonyms for 'alcohol': ['alcohol', 'spirit', 'liquor', 'beverage', 'wine', 'beer']
2026-03-11 14:23:37 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 14:23:44 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:23:53 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-03-11 14:23:54 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve event details, specifically dates and types, from my personal calendar.
2026-03-11 14:23:56 | LLMService | DEBUG | [LLM] Type synonyms for 'event': ['event', 'occurrence', 'function', 'gathering', 'celebration', 'occasion']
2026-03-11 14:23:57 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'business']
2026-03-11 14:24:01 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 14:24:08 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:24:14 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 2 concepts
2026-03-11 14:24:15 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve location and geographic information for entities within the knowledge base.
2026-03-11 14:24:17 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 14:24:20 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 14:24:26 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:24:32 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 2 concepts
2026-03-11 14:24:34 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve details about the products and services associated with the individual.
2026-03-11 14:24:35 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'business']
2026-03-11 14:24:36 | LLMService | DEBUG | [LLM] Type synonyms for 'product': ['product', 'item', 'merchandise', 'good', 'commodity', 'offering']
2026-03-11 14:24:38 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 14:24:42 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:24:49 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-03-11 14:24:50 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information, focusing on artistic contributions and film-related details.
2026-03-11 14:24:53 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 14:24:59 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:25:07 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-03-11 14:25:08 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve location and affiliation information related to diplomatic postings.
2026-03-11 14:25:11 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 14:25:11 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'business']
2026-03-11 14:25:17 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 14:25:28 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:25:35 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-03-11 14:25:37 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve location information and urban classification details for the entities mentioned.
2026-03-11 14:25:38 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 14:25:42 | LLMService | INFO | synthesize calling model: gemma3:4b
