2026-02-27 10:03:43 | LLMService | INFO | Primary LLM Provider: LM_STUDIO
2026-02-27 11:21:28 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:21:28 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:21:38 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about founding dates and associated locations.
2026-02-27 11:21:42 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'enterprise']
2026-02-27 11:21:43 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'landmark', 'territory']
2026-02-27 11:22:11 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 11:22:24 | LLMService | INFO | [LLM] Identified 3 information needs for query: What color clothing do people of the Netherlands wear during Oranjegekte or to celebrate the national holiday Koningsdag? 
2026-02-27 11:22:24 | LLMService | INFO |   1. What is the significance of "Oranjegekte" in the Netherlands?
2026-02-27 11:22:24 | LLMService | INFO |   2. What is the meaning of “Koningsdag” in the Netherlands?
2026-02-27 11:22:24 | LLMService | INFO |   3. What colors are traditionally associated with the Dutch national holiday “Koningsdag”?
2026-02-27 11:22:26 | LLMService | INFO | [LLM] back-ref rewrite: 'What is the meaning of “Koningsdag” in the Netherlands?' → 'What is the meaning of “[placeholder]” in the Netherlands?'
2026-02-27 11:22:28 | LLMService | INFO | [LLM] back-ref rewrite: 'What colors are traditionally associated with the Dutch national holiday “Koningsdag”?' → 'What colors are traditionally associated with [the Dutch national holiday] “Koningsdag”?'
2026-02-27 11:22:28 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:22:28 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:22:38 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve historical context and cultural significance related to events and terminology.
2026-02-27 11:22:40 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'territory', 'site']
2026-02-27 11:22:42 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'enterprise']
2026-02-27 11:23:16 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:23:16 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:23:26 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve historical context and cultural significance related to events or trends in the Netherlands.
2026-02-27 11:23:28 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'territory', 'site']
2026-02-27 11:23:30 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'enterprise']
2026-02-27 11:23:54 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:23:54 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:24:03 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve historical event details and associated color symbolism related to specific cultural celebrations.
2026-02-27 11:24:05 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'territory', 'site']
2026-02-27 11:24:36 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 11:24:51 | LLMService | INFO | [LLM] Identified 3 information needs for query: What was the name of the 1996 loose adaptation of William Shakespeare's "Romeo & Juliet" written by James Gunn?
2026-02-27 11:24:51 | LLMService | INFO |   1. Who wrote "Romeo & Juliet"?
2026-02-27 11:24:51 | LLMService | INFO |   2. What year was the 1996 adaptation of “Romeo & Juliet” released?
2026-02-27 11:24:51 | LLMService | INFO |   3. Who is James Gunn? (To identify if he wrote the adaptation)
2026-02-27 11:24:53 | LLMService | INFO | [LLM] back-ref rewrite: 'What year was the 1996 adaptation of “Romeo & Juliet” released?' → 'What year was the [adaptation] of “Romeo & Juliet” released?'
2026-02-27 11:24:55 | LLMService | INFO | [LLM] back-ref rewrite: 'Who is James Gunn? (To identify if he wrote the adaptation)' → 'Who is [the author]? (To identify if he wrote the adaptation)'
2026-02-27 11:24:55 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:24:55 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:25:04 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about authors, including their works and creative output.
2026-02-27 11:25:07 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:25:08 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'film → movie', 'cinema', 'motion picture', 'video', 'flick']
2026-02-27 11:25:22 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:25:22 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:25:32 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about creative works, focusing on release dates and origins.
2026-02-27 11:25:39 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'film → movie', 'cinema', 'motion picture', 'video', 'flick']
2026-02-27 11:25:42 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:25:54 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:25:54 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:26:03 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, focusing on significant events and accomplishments related to the person.
2026-02-27 11:26:05 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:26:21 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 11:26:33 | LLMService | INFO | [LLM] Identified 3 information needs for query: Robert Suettinger was the national intelligence officer under which former Governor of Arkansas?
2026-02-27 11:26:33 | LLMService | INFO |   1. Who was Robert Suettinger?
2026-02-27 11:26:33 | LLMService | INFO |   2. What position did Robert Suettinger hold in the intelligence community?
2026-02-27 11:26:33 | LLMService | INFO |   3. Which former Governor of Arkansas was Robert Suettinger under?
2026-02-27 11:26:35 | LLMService | INFO | [LLM] back-ref rewrite: 'What position did Robert Suettinger hold in the intelligence community?' → 'What position did Robert Suettinger hold in the [intelligence community]?'
2026-02-27 11:26:37 | LLMService | INFO | [LLM] back-ref rewrite: 'Which former Governor of Arkansas was Robert Suettinger under?' → 'Which former Governor of Arkansas was Robert Suettinger under? → Which former Governor of Arkansas was Robert Suettinger under [the state]?'
2026-02-27 11:26:37 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:26:37 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:26:46 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about individuals, focusing on their accomplishments and associations.
2026-02-27 11:26:48 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:27:07 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:27:07 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:27:17 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about individuals, focusing on their accomplishments and roles.
2026-02-27 11:27:18 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:27:21 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:27:21 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:27:44 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details regarding roles, affiliations, and activities associated with the person.
2026-02-27 11:27:49 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:27:51 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'enterprise']
2026-02-27 11:28:13 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:28:13 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:28:24 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about political affiliations and governmental roles.
2026-02-27 11:28:25 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:28:27 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 11:28:59 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 11:29:17 | LLMService | INFO | [LLM] Identified 2 information needs for query: What American professional Hawaiian surfer born 18 October 1992 won the Rip Curl Pro Portugal?
2026-02-27 11:29:17 | LLMService | INFO |   1. Who was born on 18 October 1992 and is an American professional Hawaiian surfer?
2026-02-27 11:29:17 | LLMService | INFO |   2. Which surfing competition did [surfer] win?
2026-02-27 11:29:19 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:29:19 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:29:31 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information focusing on birthdates, nationality, and professional activities.
2026-02-27 11:29:39 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:30:59 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:30:59 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:31:09 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about significant achievements, specifically event wins and accomplishments.
2026-02-27 11:31:11 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:31:13 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'film → movie', 'cinema', 'motion picture', 'video', 'flick']
2026-02-27 11:31:14 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'territory', 'site']
2026-02-27 11:31:52 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 11:32:03 | LLMService | INFO | [LLM] Identified 2 information needs for query: What is the middle name of the actress who plays Bobbi Bacha in Suburban Madness?
2026-02-27 11:32:03 | LLMService | INFO |   1. Who played Bobbi Bacha in Suburban Madness?
2026-02-27 11:32:03 | LLMService | INFO |   2. What is the middle name of [actress]?
2026-02-27 11:32:05 | LLMService | INFO | [LLM] back-ref rewrite: 'What is the middle name of [actress]?' → 'What is the middle name of [placeholder]?'
2026-02-27 11:32:05 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:32:05 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:32:15 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve filmography and actor details related to roles played in movies.
2026-02-27 11:32:17 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:32:19 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'film → movie', 'cinema', 'motion picture', 'video', 'flick']
2026-02-27 11:32:37 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:32:38 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:32:48 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about people, focusing on names and associated attributes.
2026-02-27 11:32:50 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:32:55 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:32:55 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:33:12 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, specifically focusing on personal facts and relationships.
2026-02-27 11:33:15 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:33:27 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 11:33:45 | LLMService | INFO | [LLM] Identified 2 information needs for query: Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?
2026-02-27 11:33:45 | LLMService | INFO |   1. Who was Alvaro Mexia?
2026-02-27 11:33:45 | LLMService | INFO |   2. What tribe of indigenous people did Alvaro Mexia have a diplomatic mission with?
2026-02-27 11:33:47 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:33:47 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:33:57 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, including relevant accomplishments and associations for the person mentioned.
2026-02-27 11:33:59 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:34:24 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:34:24 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:34:34 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about individuals, focusing on their accomplishments and relevant details.
2026-02-27 11:34:37 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:34:38 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:34:38 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:34:49 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about diplomatic missions and associated tribes for individuals.
2026-02-27 11:34:51 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:34:52 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'enterprise']
2026-02-27 11:35:09 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:35:09 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:35:20 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about diplomatic missions and associated tribes for individuals.
2026-02-27 11:35:23 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:35:25 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 11:35:29 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 11:35:40 | LLMService | INFO | [LLM] Identified 4 information needs for query: What nationality were social anthropologists Alfred Gell and Edmund Leach?
2026-02-27 11:35:40 | LLMService | INFO |   1. Who is Alfred Gell?
2026-02-27 11:35:40 | LLMService | INFO |   2. What nationality is [Alfred Gell]?
2026-02-27 11:35:40 | LLMService | INFO |   3. Who is Edmund Leach?
2026-02-27 11:35:40 | LLMService | INFO |   4. What nationality is [Edmund Leach]?
2026-02-27 11:35:41 | LLMService | INFO | [LLM] back-ref rewrite: 'What nationality is [Alfred Gell]?' → 'What nationality is [placeholder]?'
2026-02-27 11:35:43 | LLMService | INFO | [LLM] back-ref rewrite: 'Who is Edmund Leach?' → 'Who is [placeholder]?'
2026-02-27 11:35:44 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:35:44 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:35:54 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about individuals, focusing on their roles and activities.
2026-02-27 11:35:55 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:36:12 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:36:12 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:36:21 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about nationality, profession, and associated organizations.
2026-02-27 11:36:23 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:37:02 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:37:02 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:37:11 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about people associated with British culture and identity.
2026-02-27 11:37:13 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:37:54 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:37:54 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:38:04 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about a person's nationality and origin.
2026-02-27 11:38:06 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:38:28 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 11:38:43 | LLMService | INFO | [LLM] Identified 2 information needs for query: In which year was the King who made the 1925 Birthday Honours born?
2026-02-27 11:38:43 | LLMService | INFO |   1. Who was the King who made the 1925 Birthday Honours?
2026-02-27 11:38:43 | LLMService | INFO |   2. In what year was [King] born?
2026-02-27 11:38:45 | LLMService | INFO | [LLM] back-ref rewrite: 'In what year was [King] born?' → 'In what year was [placeholder] born?'
2026-02-27 11:38:45 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:38:45 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:38:55 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about significant events and honors associated with individuals.
2026-02-27 11:38:58 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:38:59 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 11:40:32 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:40:32 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:40:43 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, specifically dates and events related to a person’s life.
2026-02-27 11:40:46 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:41:09 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 11:41:19 | LLMService | INFO | [LLM] Identified 2 information needs for query: What is the county seat of the county where East Lempster, New Hampshire is located?
2026-02-27 11:41:19 | LLMService | INFO |   1. What county is East Lempster, New Hampshire located in?
2026-02-27 11:41:19 | LLMService | INFO |   2. What is the county seat of [county]?
2026-02-27 11:41:21 | LLMService | INFO | [LLM] back-ref rewrite: 'What is the county seat of [county]?' → 'What is the county seat of [placeholder]?'
2026-02-27 11:41:21 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:41:21 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:41:32 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve geographical information – specifically, locations and their associated counties – from your knowledge base.
2026-02-27 11:41:34 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'territory', 'site']
2026-02-27 11:41:59 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:41:59 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:42:08 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve location information – specifically, cities and towns – related to people and places.
2026-02-27 11:42:10 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'territory', 'site']
2026-02-27 11:42:35 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 11:42:47 | LLMService | INFO | [LLM] Identified 2 information needs for query: The Album Against the Wind was the 11th Album of a Rock singer Robert C Seger born may 6 1945. What was the Rock singers stage name ?
2026-02-27 11:42:47 | LLMService | INFO |   1. Who is Robert C Seger?
2026-02-27 11:42:47 | LLMService | INFO |   2. What is Robert C Seger’s stage name?
2026-02-27 11:42:57 | LLMService | INFO | [LLM] back-ref rewrite: 'What is Robert C Seger’s stage name?' → 'What is [placeholder]'s stage name?'
2026-02-27 11:42:57 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:42:57 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:43:09 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, including key facts and significant events related to the person.
2026-02-27 11:43:10 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:43:38 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:43:39 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:43:50 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about Robert Clark Seger, focusing on his stage name and related artistic identities.
2026-02-27 11:43:51 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:44:34 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 11:44:47 | LLMService | INFO | [LLM] Identified 2 information needs for query: Rostker v. Goldberg held that the practice of what way of filling armed forces vacancies was consitutional?
2026-02-27 11:44:47 | LLMService | INFO |   1. What was the outcome of Rostker v. Goldberg?
2026-02-27 11:44:47 | LLMService | INFO |   2. What method of filling armed forces vacancies did Rostker v. Goldberg rule constitutional?
2026-02-27 11:44:49 | LLMService | INFO | [LLM] back-ref rewrite: 'What method of filling armed forces vacancies did Rostker v. Goldberg rule constitutional?' → 'What method of filling armed forces vacancies did [placeholder] rule constitutional?'
2026-02-27 11:44:49 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:44:49 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:44:59 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about legal cases, specifically outcomes and rulings.
2026-02-27 11:45:01 | LLMService | DEBUG | [LLM] Type synonyms for 'case': ['case', 'instance', 'matter', 'situation', 'affair', 'incident']
2026-02-27 11:45:03 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 11:45:23 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:45:23 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:45:34 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve historical legal precedents related to conscription and constitutional rights.
2026-02-27 11:45:36 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 11:45:37 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'landmark', 'territory']
2026-02-27 11:45:58 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 11:46:18 | LLMService | INFO | [LLM] Identified 2 information needs for query: Handi-Snacks are a snack food product line sold by what American multinational confectionery, food, and beverage company that is based in Illinois?
2026-02-27 11:46:18 | LLMService | INFO |   1. What American multinational confectionery, food, and beverage company is based in Illinois?
2026-02-27 11:46:18 | LLMService | INFO |   2. Which snack food product line is sold by [company]?
2026-02-27 11:46:20 | LLMService | INFO | [LLM] back-ref rewrite: 'Which snack food product line is sold by [company]?' → 'Which snack food product line is sold by [placeholder]?'
2026-02-27 11:46:20 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:46:20 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 11:46:30 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about companies, focusing on their location and founding details.
2026-02-27 11:46:32 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'enterprise']
2026-02-27 11:46:52 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 11:46:52 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
